Age,Gender,Income,Socks_Owned,Frequent_Losers,City_Location
41,Female,32236,8,False,Denver
31,Female,70307,17,False,Philadelphia
62,Female,68115,20,False,Denver
64,Female,116603,18,False,Chicago
49,Female,92665,5,False,Charlotte
52,Female,68761,18,False,Jacksonville
29,Male,73566,20,False,San Francisco
57,Female,35976,18,False,Fort Worth
72,Female,131042,16,False,New York
73,Female,109981,17,False,San Francisco
66,Male,73157,17,False,Jacksonville
54,Male,104220,6,False,Columbus
41,Male,117702,3,False,Washington
45,Male,51558,18,False,Dallas
43,Female,52132,2,False,Chicago
34,Female,93553,1,False,Charlotte
75,Male,78369,19,False,Seattle
67,Female,137112,7,False,Austin
68,Female,140012,11,False,Dallas
46,Female,54764,6,False,Dallas
26,Female,47950,2,False,Dallas
63,Female,148608,5,False,Chicago
51,Male,116365,9,False,Indianapolis
45,Female,61760,8,False,San Francisco
24,Female,56014,16,False,San Francisco
69,Female,65007,16,False,San Jose
39,Male,121639,18,False,Austin
34,Female,101206,14,False,Charlotte
27,Female,32395,17,False,Denver
80,Male,127880,9,False,Fort Worth
50,Male,53583,18,False,Fort Worth
74,Female,122383,19,False,Chicago
11,Male,26795,8,False,San Jose
86,Male,112261,1,False,Fort Worth
47,Female,148700,9,False,Jacksonville
75,Female,99679,16,False,Phoenix
68,Female,63179,6,False,Phoenix
34,Female,102594,19,False,Houston
55,Male,20543,13,False,Phoenix
72,Male,116321,11,False,Fort Worth
75,Male,99934,3,False,San Antonio
58,Male,57547,20,False,San Jose
35,Female,107110,16,False,San Diego
51,Female,33434,2,False,Columbus
66,Male,109264,9,False,Phoenix
42,Male,91911,7,False,Austin
8,Female,21470,1,False,Phoenix
50,Female,114839,14,False,San Jose
15,Female,34840,4,False,Chicago
83,Male,117704,15,True,Denver
47,Female,138264,16,False,Austin
28,Female,84838,17,False,Indianapolis
53,Female,101442,6,False,Houston
53,Female,127342,18,False,Columbus
52,Female,148441,12,False,San Francisco
73,Male,131813,3,False,San Antonio
37,Female,94757,14,False,Los Angeles
55,Female,139051,7,False,Dallas
74,Female,82689,5,False,Denver
80,Female,146595,6,False,Denver
90,Male,122945,6,False,San Diego
35,Female,23618,8,False,Dallas
79,Female,95462,20,False,Jacksonville
36,Female,109447,17,False,Houston
82,Male,119786,13,False,Houston
57,Female,74624,13,False,Fort Worth
31,Male,64487,19,False,San Antonio
50,Male,122124,13,False,New York
45,Male,42394,14,False,Charlotte
29,Male,35863,17,False,Fort Worth
80,Male,149030,6,False,Columbus
74,Female,107510,19,False,Philadelphia
52,Male,36322,19,True,Denver
51,Female,79272,7,False,San Francisco
63,Female,57916,7,False,Charlotte
66,Male,103194,1,False,Austin
42,Male,93906,16,False,Indianapolis
52,Male,111398,13,False,Seattle
26,Female,30871,4,False,Charlotte
52,Female,108081,19,False,New York
48,Male,54515,14,False,Philadelphia
83,Male,106878,8,False,Phoenix
55,Female,71987,2,False,Philadelphia
46,Male,87006,15,False,Fort Worth
59,Female,99638,3,False,Fort Worth
41,Female,110837,16,False,Jacksonville
36,Female,44377,5,False,Jacksonville
21,Male,21838,5,False,New York
36,Female,115253,10,False,Seattle
74,Female,118741,9,False,Phoenix
67,Male,63435,10,False,San Jose
58,Female,26824,15,False,Philadelphia
70,Female,129390,8,False,Denver
55,Male,92716,1,False,Indianapolis
56,Male,78634,9,False,San Diego
32,Male,68339,18,False,Indianapolis
69,Male,144698,6,False,Los Angeles
61,Female,61433,20,False,Chicago
59,Male,77646,6,False,Dallas
51,Male,98865,14,False,Phoenix
57,Male,24443,12,False,Houston
55,Female,135329,1,False,San Jose
61,Male,72747,15,False,Houston
26,Female,51608,12,False,Phoenix
66,Female,84003,18,False,San Francisco
66,Male,60649,4,False,San Diego
81,Male,116040,1,False,Fort Worth
37,Male,101261,13,False,New York
80,Male,143663,16,False,San Antonio
40,Male,42176,8,False,Denver
54,Male,84427,13,False,Houston
61,Male,115290,6,False,San Jose
67,Male,130586,14,False,San Diego
33,Female,38369,20,False,Washington
70,Male,128270,10,False,New York
37,Male,101150,3,False,Charlotte
57,Male,131318,17,False,Houston
70,Male,73069,16,False,San Diego
45,Female,46651,2,False,Austin
56,Female,76682,2,False,Dallas
63,Female,144406,15,False,Seattle
67,Male,87835,17,False,San Diego
43,Male,124954,11,False,Philadelphia
7,Female,27264,11,False,San Diego
43,Male,119503,6,False,Indianapolis
69,Male,114551,5,False,Chicago
12,Male,36283,15,False,Charlotte
67,Female,102918,7,False,Columbus
66,Male,103354,6,False,San Jose
65,Female,52780,3,False,New York
56,Female,141017,6,False,San Diego
27,Female,46625,12,False,San Antonio
27,Male,78747,17,False,Fort Worth
56,Female,78716,18,False,Columbus
22,Male,27568,4,False,Chicago
61,Female,105393,4,False,San Jose
17,Female,43542,3,False,San Diego
81,Male,106459,4,False,Seattle
40,Female,20909,16,False,Seattle
54,Female,104313,6,False,Jacksonville
43,Female,100323,15,False,Houston
64,Female,70437,7,False,Phoenix
43,Male,135087,6,False,San Antonio
48,Female,118132,9,False,Philadelphia
71,Male,141258,13,False,Fort Worth
65,Male,130766,2,False,Philadelphia
68,Male,148199,19,False,San Jose
63,Male,97190,18,False,Los Angeles
52,Male,112922,2,False,San Francisco
76,Female,114157,9,False,San Antonio
50,Male,111310,11,False,Phoenix
37,Female,35174,13,False,Philadelphia
45,Male,55402,7,False,San Antonio
46,Male,58186,11,False,San Diego
39,Male,66056,14,False,Phoenix
87,Female,130552,2,False,Indianapolis
43,Female,74879,14,False,Fort Worth
88,Female,148338,20,False,New York
46,Female,47326,6,False,Austin
21,Male,62546,18,False,New York
94,Male,142452,13,False,Phoenix
39,Female,34537,1,False,Jacksonville
91,Male,129826,3,False,San Antonio
73,Female,80520,4,False,Phoenix
38,Male,82959,15,False,Austin
49,Female,134861,20,False,San Antonio
58,Female,72464,16,False,Washington
37,Female,106110,7,False,Jacksonville
16,Female,33989,8,False,San Francisco
36,Female,84614,14,False,Charlotte
49,Female,70304,8,False,Fort Worth
51,Female,99956,8,False,Phoenix
73,Female,112120,1,False,Philadelphia
24,Male,44845,16,False,San Antonio
56,Female,31499,8,False,Fort Worth
32,Male,49221,12,False,Phoenix
27,Female,83267,3,False,Denver
54,Female,71135,8,False,San Diego
41,Male,20636,17,False,Seattle
55,Female,117523,1,False,Fort Worth
43,Female,42109,14,False,Austin
82,Female,116124,11,False,San Diego
73,Female,121588,10,False,Seattle
63,Male,46660,11,False,Washington
80,Male,134045,12,False,Los Angeles
96,Male,143477,6,False,Dallas
67,Male,52955,14,False,San Francisco
39,Female,86718,7,False,Phoenix
44,Female,122701,3,False,San Diego
30,Female,39586,17,False,Phoenix
68,Female,117774,2,False,Dallas
49,Male,20819,5,False,Los Angeles
56,Male,84756,6,False,Chicago
47,Female,85105,15,False,Los Angeles
30,Male,85631,16,False,New York
47,Female,57259,7,False,Indianapolis
26,Female,44313,2,False,Indianapolis
48,Male,22195,3,False,San Diego
34,Female,62390,1,False,Houston
87,Female,113980,17,False,Philadelphia
54,Female,62511,4,False,Austin
30,Male,42115,2,False,Columbus
56,Male,148415,17,False,San Jose
80,Male,118359,15,False,Fort Worth
47,Female,50976,12,False,Columbus
53,Female,22984,9,False,Seattle
30,Female,25476,12,False,San Francisco
50,Female,49530,7,False,Washington
45,Male,61809,19,False,Dallas
52,Male,120341,4,False,Philadelphia
61,Female,134627,14,False,Charlotte
25,Male,46908,3,False,Fort Worth
35,Male,54119,14,False,Dallas
70,Male,90743,10,False,Columbus
40,Female,38569,16,False,Philadelphia
62,Female,141062,4,False,Washington
74,Female,109851,4,False,San Antonio
67,Male,68859,17,False,New York
42,Female,52706,15,False,Indianapolis
61,Male,53769,8,False,Seattle
15,Female,42511,20,False,San Diego
33,Female,36179,17,False,Dallas
69,Female,86114,17,False,Los Angeles
91,Male,147728,6,False,Charlotte
45,Female,117814,8,False,Seattle
57,Male,40634,4,True,Denver
69,Male,66633,9,False,Philadelphia
67,Male,54327,3,False,Austin
49,Male,61278,6,False,Austin
72,Female,130442,3,False,San Diego
45,Male,27175,15,False,Indianapolis
62,Male,132007,12,False,San Jose
50,Male,27598,9,False,Los Angeles
70,Female,93488,4,False,Denver
83,Male,141888,15,False,San Diego
59,Male,48031,2,False,Charlotte
40,Male,49705,2,False,Dallas
84,Male,121743,15,False,San Jose
80,Female,142596,13,False,Austin
22,Male,52394,2,False,Phoenix
53,Female,111609,11,False,Washington
75,Male,148507,2,False,Los Angeles
41,Female,77394,17,False,Houston
41,Male,119296,9,False,New York
67,Female,145418,16,False,Houston
72,Female,122001,3,False,Los Angeles
23,Female,48487,9,False,Charlotte
20,Female,26812,16,False,Los Angeles
48,Male,149012,2,False,Columbus
70,Male,60397,14,False,Dallas
60,Male,65651,11,False,San Jose
58,Female,117569,19,False,Los Angeles
82,Male,112007,20,False,Charlotte
53,Female,64661,9,False,Charlotte
82,Female,139178,5,False,Seattle
51,Female,107175,14,False,San Diego
92,Male,144672,5,False,Los Angeles
25,Female,48442,19,False,Denver
59,Female,86766,15,False,New York
57,Female,47506,3,False,Seattle
64,Male,142032,6,False,Seattle
82,Female,104755,17,False,Denver
19,Female,46845,6,False,Charlotte
31,Female,31124,14,False,Columbus
9,Male,28238,4,False,Austin
48,Male,137013,15,False,Fort Worth
56,Female,80876,13,False,Los Angeles
63,Male,41989,16,False,Houston
70,Male,119798,14,False,Houston
71,Male,123445,6,False,San Jose
39,Female,39650,20,False,Washington
34,Female,42141,4,False,Phoenix
41,Male,122734,12,False,Seattle
16,Female,43793,17,False,Dallas
43,Male,37484,2,False,Los Angeles
33,Male,60014,8,False,Denver
62,Male,76631,14,False,Seattle
90,Male,138805,6,False,Philadelphia
59,Male,58603,2,True,Denver
73,Female,104591,18,False,Denver
20,Female,62923,2,False,New York
47,Male,22128,12,False,Denver
84,Male,116761,19,False,Philadelphia
75,Male,109983,10,False,Seattle
61,Female,47068,12,False,Denver
25,Male,42393,16,False,Philadelphia
54,Male,74239,16,False,Phoenix
49,Female,74700,9,False,Seattle
69,Female,95944,5,False,Denver
24,Male,38481,20,False,Austin
14,Female,41833,8,False,Los Angeles
26,Male,29964,6,False,Houston
63,Male,40138,7,False,New York
38,Female,50580,7,False,Chicago
40,Female,26033,7,False,Denver
85,Female,110104,2,False,Philadelphia
70,Male,60104,2,False,Houston
70,Male,102898,1,False,Houston
81,Female,93322,10,False,San Francisco
62,Male,130321,17,False,Indianapolis
55,Female,69242,10,False,Phoenix
92,Female,145447,15,False,Charlotte
52,Female,83864,11,False,Seattle
19,Female,36913,9,False,Denver
20,Female,22925,8,False,Indianapolis
63,Male,53629,5,False,Jacksonville
34,Male,44250,9,False,Houston
33,Male,53944,15,False,Philadelphia
9,Female,33362,1,False,Austin
45,Female,143520,5,False,Austin
66,Female,50053,12,False,Seattle
79,Female,109809,18,False,Austin
39,Female,50896,16,False,Denver
54,Female,70637,14,False,Phoenix
20,Male,64019,2,False,San Francisco
66,Male,125100,3,False,San Diego
49,Male,98830,15,False,Denver
63,Male,73592,2,False,Dallas
61,Male,53087,18,False,Chicago
67,Female,129063,14,False,Phoenix
40,Female,47579,7,False,Fort Worth
71,Female,130738,20,False,San Diego
67,Female,70237,17,False,Phoenix
31,Female,82375,14,False,Jacksonville
29,Female,73621,8,False,San Diego
71,Male,127828,8,False,Washington
51,Male,131216,20,False,Los Angeles
78,Male,100232,9,False,Jacksonville
70,Female,143761,10,False,Denver
71,Male,147848,18,False,Chicago
26,Male,68500,8,False,Washington
36,Male,58914,18,False,Dallas
81,Male,131481,12,False,Chicago
84,Female,108604,10,False,New York
69,Male,128623,3,False,San Antonio
6,Male,25510,17,False,Seattle
31,Female,50704,16,False,Philadelphia
38,Female,101469,11,False,San Francisco
44,Female,54740,6,False,Phoenix
62,Female,75892,8,False,Chicago
64,Female,135949,14,False,Philadelphia
46,Female,53450,6,False,Los Angeles
56,Male,58669,16,False,New York
48,Male,113094,14,False,Seattle
28,Male,89911,15,False,Phoenix
44,Male,37629,8,False,San Jose
16,Female,36631,10,False,Philadelphia
32,Male,96576,18,False,Austin
45,Female,100243,9,False,Chicago
79,Female,119157,2,False,San Antonio
63,Male,96745,10,False,Indianapolis
36,Female,52317,16,False,New York
54,Male,119901,8,False,San Diego
78,Male,106474,9,False,Los Angeles
38,Female,69614,8,False,New York
62,Female,95121,12,False,Los Angeles
62,Male,89999,19,False,Charlotte
81,Male,115670,14,False,Philadelphia
53,Female,51709,18,False,Columbus
56,Male,38424,12,False,Jacksonville
58,Female,71213,13,False,San Francisco
51,Female,53375,15,False,Phoenix
90,Female,125021,5,False,New York
52,Female,112697,10,False,San Diego
60,Female,60916,13,False,Philadelphia
86,Female,148764,7,False,San Jose
65,Female,119332,12,False,Philadelphia
40,Female,94670,12,False,Washington
42,Male,82667,4,False,Seattle
38,Male,30780,10,False,San Francisco
32,Male,60852,3,False,Philadelphia
51,Female,44216,13,False,Phoenix
54,Female,83924,15,False,Washington
59,Female,80495,11,False,Chicago
70,Male,136702,7,False,Fort Worth
83,Male,100211,11,False,San Diego
34,Female,66558,16,False,New York
56,Male,49691,4,False,Columbus
76,Male,140906,12,False,San Francisco
8,Female,27735,2,False,Washington
42,Female,112019,5,False,Houston
74,Female,87004,9,False,San Jose
66,Male,109631,20,False,Phoenix
42,Female,32527,20,False,Columbus
64,Female,148647,4,False,Denver
39,Male,48118,13,False,Denver
62,Female,53991,8,False,Chicago
60,Female,126881,17,False,Jacksonville
46,Male,64442,14,False,Philadelphia
61,Male,133443,9,False,Indianapolis
61,Female,36226,20,False,Fort Worth
74,Male,98742,5,False,Indianapolis
40,Female,69448,8,False,Dallas
11,Female,31631,6,False,Chicago
68,Male,107436,9,False,Charlotte
43,Female,38910,1,False,San Jose
80,Female,115852,10,False,Los Angeles
51,Female,125949,7,False,Dallas
59,Female,93605,16,False,Denver
76,Female,82138,11,False,Seattle
81,Male,136883,14,False,Seattle
53,Female,148857,17,False,New York
63,Female,149379,3,False,Austin
81,Male,126258,12,False,Philadelphia
29,Female,60277,5,False,San Jose
45,Male,55467,20,False,Denver
75,Male,92194,3,False,Charlotte
72,Male,123028,10,False,San Jose
32,Male,40868,9,False,Houston
45,Female,83556,3,False,Seattle
35,Male,89034,2,False,Austin
24,Female,46582,3,False,Philadelphia
39,Female,77805,1,False,Jacksonville
55,Female,126036,12,False,Seattle
17,Male,46096,13,False,Charlotte
28,Female,38598,14,False,Chicago
41,Female,48166,5,False,Dallas
35,Female,64153,15,False,Los Angeles
26,Male,22850,19,False,Jacksonville
48,Male,49541,13,False,Phoenix
53,Female,23277,6,False,San Antonio
45,Male,99284,14,False,New York
22,Male,20784,20,False,New York
80,Male,108006,14,True,Denver
54,Female,21811,5,False,Denver
48,Female,77889,12,False,Jacksonville
80,Male,118941,15,False,Dallas
59,Female,56125,19,False,Philadelphia
55,Male,69777,11,False,San Francisco
75,Female,106823,13,False,Houston
43,Male,71596,13,False,Dallas
34,Male,81362,18,False,Jacksonville
25,Female,20901,7,False,Denver
83,Female,119127,2,False,Houston
44,Female,108438,9,False,San Francisco
53,Female,92050,13,False,Chicago
40,Male,127000,10,False,San Antonio
94,Female,135802,2,False,Chicago
72,Male,118940,19,False,San Antonio
83,Male,100913,5,False,Washington
55,Female,111223,8,False,Fort Worth
19,Female,44934,19,False,San Diego
63,Male,138041,7,False,San Francisco
62,Female,60097,7,False,New York
60,Female,140212,12,False,Washington
56,Female,132155,6,False,Los Angeles
37,Female,58148,9,False,Fort Worth
8,Male,30601,14,False,Chicago
39,Female,119153,20,False,New York
59,Female,95527,15,False,San Francisco
63,Male,105738,5,False,Washington
67,Male,149903,6,False,Fort Worth
62,Male,127681,14,False,Austin
26,Female,36950,2,False,Denver
46,Female,82229,4,False,Houston
46,Male,82550,12,False,Columbus
58,Female,77160,2,False,San Francisco
42,Female,113748,9,False,Columbus
58,Female,44886,19,False,New York
35,Male,90042,4,False,Philadelphia
46,Female,105114,10,False,New York
54,Male,57197,17,False,Philadelphia
28,Female,23955,13,False,Washington
37,Female,56179,7,False,Houston
55,Female,131513,2,False,Phoenix
35,Female,56904,17,False,San Francisco
52,Female,86502,16,False,Austin
43,Female,54519,2,False,Chicago
68,Male,147048,12,False,Chicago
55,Male,82186,20,False,Fort Worth
50,Male,132710,6,False,San Diego
44,Male,73988,1,False,Austin
38,Female,109283,13,False,San Jose
51,Female,29662,4,False,Dallas
73,Male,113514,11,False,Austin
37,Female,70883,16,False,New York
52,Female,46843,5,False,San Antonio
43,Male,125654,7,False,Philadelphia
40,Male,110288,10,False,Houston
26,Female,64506,4,False,Philadelphia
12,Female,25968,9,False,Phoenix
45,Male,79751,6,False,San Diego
52,Female,34981,2,False,Houston
79,Male,133104,4,False,Los Angeles
78,Female,86794,4,False,Charlotte
56,Female,116692,12,False,Seattle
39,Female,114347,13,False,Houston
78,Male,147463,1,False,Indianapolis
73,Male,142624,9,False,Charlotte
62,Female,105276,2,False,Jacksonville
25,Female,77945,15,False,Charlotte
38,Female,109415,4,False,Philadelphia
23,Female,23122,8,False,San Jose
43,Male,114905,16,False,San Jose
47,Male,41981,3,False,Dallas
35,Female,21309,20,False,Denver
51,Female,81759,7,False,San Francisco
21,Female,34969,4,False,Washington
52,Female,41682,10,False,Denver
21,Male,56995,14,False,Charlotte
40,Male,127095,3,False,San Francisco
59,Male,96796,1,False,San Francisco
55,Female,142585,3,False,New York
94,Female,136935,5,False,Austin
44,Female,20606,19,False,Washington
75,Male,141425,17,False,Chicago
61,Male,146396,3,False,Charlotte
18,Female,20673,15,False,San Antonio
43,Male,123738,17,False,Seattle
53,Female,125460,5,False,San Diego
46,Female,144704,20,False,San Jose
39,Male,81223,5,False,Phoenix
62,Male,87656,12,False,San Antonio
57,Male,37235,5,False,San Antonio
75,Male,119111,7,False,Austin
44,Male,119246,5,False,San Jose
93,Female,130253,17,False,Jacksonville
38,Female,59937,2,False,Philadelphia
53,Male,87178,16,False,Houston
48,Female,51398,4,False,Dallas
43,Male,48692,3,False,San Francisco
52,Male,131053,19,True,Denver
46,Male,141181,18,False,Indianapolis
50,Female,23625,6,False,Washington
59,Female,33101,19,False,Washington
95,Male,138898,6,True,Denver
82,Female,143250,1,False,Houston
44,Female,77360,3,False,Phoenix
78,Male,91968,3,False,San Jose
27,Male,39786,6,False,San Francisco
72,Male,121879,5,False,Chicago
64,Male,46665,12,False,San Antonio
75,Female,108047,6,False,Phoenix
70,Male,85764,1,False,New York
89,Female,121127,12,False,Fort Worth
46,Male,78499,16,False,Columbus
32,Female,20486,2,False,Fort Worth
71,Female,137353,4,False,Houston
67,Male,60958,9,False,San Francisco
60,Male,134826,2,False,Los Angeles
33,Male,57012,5,False,Los Angeles
47,Female,128931,2,False,Columbus
70,Male,70414,1,False,Houston
20,Female,50442,13,False,Seattle
49,Male,125740,2,False,Washington
28,Male,86846,8,False,New York
17,Female,54740,9,False,Charlotte
30,Female,43939,18,False,Dallas
39,Male,44830,17,False,Fort Worth
58,Female,99119,8,False,Jacksonville
56,Female,104850,3,False,Dallas
26,Male,54919,10,False,San Jose
83,Female,139797,6,False,Houston
83,Female,130640,12,False,Philadelphia
20,Female,63305,4,False,Jacksonville
58,Female,149365,17,False,San Francisco
64,Male,79703,3,False,Washington
64,Female,87037,4,False,New York
28,Female,59759,14,False,Columbus
60,Male,39395,9,False,Columbus
33,Male,35217,5,False,Seattle
54,Female,62483,18,False,Indianapolis
40,Female,38264,6,False,Dallas
32,Male,54342,12,False,Dallas
55,Female,31497,1,False,Charlotte
23,Male,43212,9,False,Charlotte
73,Female,138063,11,False,Denver
11,Female,36702,10,False,Washington
19,Male,20534,6,False,Chicago
38,Female,122765,6,False,Dallas
81,Female,96076,6,False,Austin
80,Male,147873,17,False,San Jose
70,Female,85503,7,False,Jacksonville
85,Female,121378,15,False,San Antonio
20,Female,68374,19,False,Chicago
91,Male,129332,11,False,San Francisco
70,Male,111399,19,False,Columbus
76,Female,83974,13,False,Houston
33,Female,101411,6,False,Charlotte
55,Male,73466,15,False,Charlotte
32,Male,71747,3,False,Washington
88,Female,138583,5,False,Houston
32,Male,26895,13,False,Chicago
77,Male,90255,17,False,Seattle
60,Male,80744,2,False,Los Angeles
32,Female,30055,20,False,Jacksonville
18,Female,27757,12,False,Denver
69,Female,63828,3,False,San Antonio
53,Female,71312,8,False,Austin
48,Female,128773,19,False,San Jose
5,Male,23778,15,False,San Jose
58,Male,35283,18,False,San Jose
41,Female,63756,4,False,Jacksonville
44,Female,57257,20,False,Los Angeles
49,Male,148224,13,False,Seattle
79,Male,133588,6,False,San Francisco
61,Female,84887,1,False,San Antonio
55,Male,43697,5,False,Seattle
70,Male,87493,20,False,Dallas
21,Male,58170,7,False,Austin
47,Female,63933,1,False,Philadelphia
80,Female,90729,11,False,Phoenix
29,Female,57159,5,False,Phoenix
54,Female,41607,2,False,Denver
46,Male,137389,18,False,Indianapolis
46,Male,130254,1,False,New York
55,Male,22750,15,False,Houston
44,Female,27046,15,False,Columbus
16,Female,41130,16,False,Columbus
48,Male,121022,8,False,Charlotte
73,Female,148696,13,False,Columbus
63,Female,62998,7,False,Columbus
62,Female,92831,8,False,Seattle
80,Female,131257,14,False,San Jose
22,Male,63835,2,False,New York
49,Male,75189,4,False,San Antonio
35,Male,66917,19,False,San Antonio
24,Female,27507,14,False,New York
34,Male,92695,17,False,Dallas
29,Male,64731,2,False,Houston
54,Male,148810,18,False,Columbus
86,Male,111005,13,False,Los Angeles
25,Female,67566,19,False,Indianapolis
62,Male,51217,2,False,Phoenix
27,Female,76732,5,False,Denver
30,Female,82366,19,False,Chicago
84,Female,148393,5,False,Austin
28,Female,89681,12,False,Dallas
62,Female,102765,4,False,San Diego
63,Male,82717,9,False,Seattle
63,Male,102440,7,True,Denver
31,Male,75639,2,False,Charlotte
44,Male,97028,4,False,New York
61,Male,130171,14,False,Charlotte
49,Male,20210,14,False,Columbus
86,Male,108604,1,False,Columbus
68,Female,130483,3,False,Washington
61,Male,58962,9,False,San Francisco
68,Female,134446,3,False,New York
28,Male,79700,8,False,Philadelphia
29,Female,45767,1,False,Philadelphia
48,Male,42975,19,False,Houston
48,Male,81106,8,False,Phoenix
58,Male,90970,9,False,Seattle
69,Female,111107,10,False,Houston
70,Female,96895,9,False,Houston
69,Male,94104,4,False,Columbus
37,Male,110003,5,False,San Diego
29,Female,37172,9,False,Columbus
52,Male,37635,15,False,Los Angeles
36,Female,67899,16,False,San Jose
69,Male,80155,5,False,Phoenix
27,Female,60997,4,False,San Jose
57,Male,70357,11,False,Columbus
32,Male,43173,12,False,Washington
28,Female,30052,14,False,New York
89,Male,130534,9,True,Denver
59,Female,139148,10,False,San Francisco
70,Male,120974,10,False,Indianapolis
22,Female,45074,12,False,Columbus
68,Male,83255,15,False,Charlotte
22,Female,21570,2,False,Denver
47,Female,52540,1,False,Los Angeles
61,Female,106895,19,False,Dallas
60,Male,96749,8,False,Chicago
54,Male,101122,6,False,Columbus
27,Male,55779,10,False,San Francisco
64,Male,141169,20,False,Charlotte
34,Female,94415,13,False,Los Angeles
43,Male,114869,20,False,San Antonio
38,Female,81159,17,False,Los Angeles
24,Female,67005,12,False,Fort Worth
76,Female,129885,4,False,New York
70,Female,75337,4,False,San Antonio
79,Male,132874,5,False,Seattle
34,Female,102062,2,False,Columbus
49,Male,50378,1,False,Chicago
63,Female,134440,19,False,Indianapolis
11,Male,20531,14,False,San Antonio
53,Male,126307,20,False,Phoenix
36,Female,96608,10,False,Washington
23,Male,67288,6,False,San Antonio
43,Female,83889,2,False,Charlotte
66,Male,80739,5,True,Denver
79,Male,106043,7,False,Austin
34,Female,41190,1,False,Seattle
45,Female,96045,4,False,San Diego
38,Male,105799,11,False,Jacksonville
75,Male,103707,11,False,Jacksonville
12,Female,21273,7,False,San Francisco
63,Female,123793,2,False,San Diego
53,Female,73541,4,False,Chicago
62,Male,122288,6,False,Austin
43,Male,108889,9,False,Houston
88,Male,146310,19,False,Indianapolis
54,Female,48593,3,False,San Antonio
37,Male,69349,2,False,Charlotte
52,Female,29404,9,False,Denver
20,Male,61113,1,False,San Francisco
16,Male,31890,10,False,Denver
78,Male,89434,17,False,San Francisco
42,Male,81096,3,False,Chicago
56,Female,30947,19,False,Dallas
39,Male,36603,1,False,Chicago
25,Female,69612,17,False,Jacksonville
70,Female,63617,9,False,Washington
74,Female,137933,4,False,Houston
75,Male,75505,17,True,Denver
50,Male,78519,4,False,Charlotte
62,Male,134013,12,True,Denver
53,Male,97425,15,False,Columbus
64,Female,89769,1,False,Indianapolis
10,Female,32225,5,False,Denver
26,Female,39370,17,False,Chicago
43,Female,94550,1,False,Phoenix
57,Male,106748,15,False,San Francisco
33,Female,84064,19,False,San Diego
76,Male,114160,9,False,Austin
40,Female,117045,10,False,Los Angeles
38,Male,28378,20,False,Columbus
73,Female,94585,17,False,Seattle
40,Male,25495,10,False,Charlotte
87,Female,111977,17,False,San Antonio
34,Male,22439,20,False,Fort Worth
62,Female,79638,20,False,Austin
74,Male,87155,2,False,San Diego
76,Female,91189,18,False,San Jose
64,Female,111576,20,False,Austin
37,Male,70611,18,False,New York
28,Male,37711,10,False,Fort Worth
83,Male,103063,16,True,Denver
35,Female,22135,9,False,New York
28,Female,42933,3,False,San Francisco
19,Male,60918,7,False,Houston
75,Female,124880,5,False,Philadelphia
69,Male,72699,20,False,New York
69,Female,129185,16,False,Phoenix
53,Male,80345,8,False,San Jose
50,Female,32201,19,False,Chicago
58,Male,118276,17,False,Columbus
76,Male,125283,3,False,Charlotte
19,Male,33860,14,False,Charlotte
58,Male,85684,13,False,Los Angeles
50,Female,103451,6,False,Jacksonville
41,Female,124729,5,False,Houston
61,Male,74926,20,False,Seattle
29,Female,32770,19,False,Charlotte
32,Male,53326,15,False,Jacksonville
61,Male,58158,9,False,Phoenix
56,Female,88181,13,False,Chicago
14,Female,48032,6,False,Columbus
52,Female,105427,4,False,Los Angeles
62,Female,49145,11,False,New York
41,Female,117788,2,False,San Diego
55,Female,140201,19,False,Washington
31,Female,71325,18,False,Jacksonville
62,Female,124083,16,False,Houston
26,Male,33243,1,False,Jacksonville
49,Female,134936,16,False,Philadelphia
55,Male,89120,11,False,San Antonio
58,Male,119659,4,False,Washington
80,Male,114589,2,False,San Diego
42,Female,131400,16,False,Dallas
35,Male,47644,16,False,Austin
34,Male,63031,1,False,San Antonio
89,Male,146937,7,False,Columbus
53,Female,145631,6,False,San Jose
45,Female,133130,17,False,Fort Worth
56,Female,136081,4,False,San Diego
47,Female,124893,6,False,Phoenix
48,Male,121311,15,False,San Antonio
78,Female,101665,2,False,New York
44,Male,29107,8,False,Chicago
77,Male,109525,15,False,San Diego
74,Female,80306,4,False,New York
48,Male,105016,7,False,Charlotte
58,Female,144518,8,False,Chicago
51,Female,54816,3,False,Chicago
51,Female,31870,2,False,Columbus
44,Female,35417,11,False,Indianapolis
50,Female,108643,12,False,Indianapolis
20,Male,28962,16,False,San Jose
66,Male,122819,1,False,Jacksonville
52,Female,115946,3,False,Indianapolis
33,Female,105493,11,False,Los Angeles
35,Male,55090,4,False,Austin
71,Male,124648,14,False,Fort Worth
39,Female,120521,14,False,New York
56,Male,127816,14,False,Jacksonville
29,Female,28211,3,False,San Diego
38,Female,59825,9,False,San Francisco
29,Female,95244,20,False,Philadelphia
24,Male,47064,11,False,Seattle
49,Female,118531,3,False,Los Angeles
55,Female,132169,5,False,Denver
53,Female,140543,3,False,San Francisco
53,Male,133219,5,False,San Jose
53,Male,102909,1,False,Dallas
64,Female,148522,11,False,Denver
76,Female,121929,2,False,Houston
65,Male,148978,20,False,New York
36,Male,28081,10,False,Austin
60,Male,145420,1,False,Los Angeles
48,Female,37783,5,False,Chicago
46,Female,106276,10,False,New York
19,Female,39321,7,False,San Diego
